Ano,Ciclo,Programa,Nome da Startup,Site,Estado,Status,Área de Negócio,Resumo
2021,2021.1,InovAtiva de Impacto Socioambiental,WayABA,http://wayaba.com.br,Rio Grande do Norte,Acelerada,Saúde,"WayABA is a comprehensive platform simplifying ABA analysis management for professionals and families. It streamlines data recording, reporting, and communication, reducing paperwork and improving efficiency. The platform offers mobile app access and resources for therapists, analysts, and families dealing with neuroatypical individuals."
2020,2020.2,InovAtiva Brasil,1recado,http://www.1recado.com,Goiás,Graduada,Tecnologia da Informação e Comunicação,1Recado is a platform for ordering personalized video messages from celebrities and other talents. Users can find talents in various categories and request custom videos for different occasions. They also offer services for businesses to promote their brand.
2020,2020.2,InovAtiva Brasil,360 Benefícios,http://www.360beneficios.com.br,São Paulo,Graduada,Recursos Humanos,Not enough information
2020,2020.2,InovAtiva Brasil,3D data,http://www.3ddata.com.br,São Paulo,Graduada,Tecnologia da Informação e Comunicação,"3D data is a Brazilian startup offering 3D printing services, from prototyping to customized production. They utilize advanced materials and technologies like SLA and FDM. The company has completed over 430 projects, partnering with companies like Siemens and 3M."
2020,2020.2,InovAtiva Brasil,AgendaZap,http://agendazap.com,São Paulo,Graduada,Tecnologia da Informação e Comunicação,"The domain name AgendaZap.com is for sale for $999, with options to buy now or make an offer. The transaction includes free support and secure payments via Visa, MasterCard, PayPal, and AliPay. GoDaddy ensures safe and easy domain transfers."
2020,2020.2,InovAtiva Brasil,AgroRaptor,http://www.agroraptor.com,Paraná,Graduada,Agronegócio,Invalid link
2020,2020.2,InovAtiva Brasil,AhEntrega,http://ahentrega.com,Rio Grande do Sul,Graduada,Serviços Logísticos,Invalid link
2020,2020.2,InovAtiva Brasil,Alana Ai,https://alana.ai/,São Paulo,Graduada,Outros,Invalid link
2020,2020.2,InovAtiva Brasil,AlterVision,http://www.altervision.com.br,Rio Grande do Sul,Graduada,Comércio,"AlterVision provides AI-powered flow counting solutions for retail businesses in Brazil, including stores and shopping centers. They integrate with existing cameras and sales systems to deliver real-time data. Their platform offers web dashboards, mobile apps, and WhatsApp reports to improve revenue."
2020,2020.2,InovAtiva Brasil,APETRUS,http://WWW.APETRUS.COM.BR,Rio Grande do Norte,Graduada,Outros serviços,Invalid link
2020,2020.2,InovAtiva Brasil,Assinadoc,https://assinadoc.com,Amapá,Graduada,Outros,"Assinadoc offers electronic signatures and document management with AI, aiming to automate bureaucracy with legal validity and unlimited usage. It provides features like document sending via WhatsApp, automated reminders, and customizable templates for efficient workflows. Their Astro AI assistant helps with document queries, summaries, translations, and generating document models."
2020,2020.2,InovAtiva Brasil,Aua,http://www.auaconecta.com.br,Pará,Graduada,Comércio,Invalid link
2020,2020.2,InovAtiva Brasil,Auditapp,http://www.auditapp.com.br,Mato Grosso do Sul,Graduada,Outros serviços,"AuditApp offers software for quality management, eliminating manual controls and centralizing information for Brazilian businesses. Services include automated audits, internal/external audits, cloud systems, and data collection. The company also provides specialized support and consulting to help with quality process implementation."
2020,2020.2,InovAtiva Brasil,ayo - Mobilidade Intermunicipal,http://www.ayoapp.com.br,Sergipe,Graduada,Mobilidade Urbana,"Ayo Entregas is a Brazilian logistics tech company connecting restaurants and retailers with delivery drivers. They offer solutions for managing deliveries from platforms like iFood, providing real-time tracking and control. Businesses can register, and drivers can sign up to deliver, increasing efficiency and economy."
2020,2020.2,InovAtiva Brasil,b2bhotel,http://www.b2bhotel.com.br,Paraná,Graduada,Recursos Humanos,"b2bhotel is a platform connecting hotels with qualified on-demand staff like cleaners and receptionists. They offer operational roles such as housekeeping, kitchen help and valet services. The platform has national and international recognition within the travel tech industry.
The site also lists CLT job opportunities in cities like Curitiba, Foz do Iguaçu and Gramado. They operate in multiple states including São Paulo, Santa Catarina, and Paraná.
Contact information and a FAQ are available for further assistance."
2020,2020.2,InovAtiva Brasil,BeatsCode Soluções em Software Ltda,http://beatscode.com,Santa Catarina,Graduada,Tecnologia da Informação e Comunicação,"BeatsCode offers a digital platform for intelligent management of Brazilian soccer clubs, from grassroots to elite levels. They provide solutions for technical management, data-driven insights, and integrated communication within the team. The platform helps clubs organize data, track athlete development, and make informed decisions, serving clubs like São Paulo and Flamengo."
2020,2020.2,InovAtiva Brasil,Benditas Mães,http://www.benditasmaes.com.br,Rio Grande do Sul,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,Benvou,http://www.benvou.com,Santa Catarina,Graduada,Saúde,"The domain for a website potentially related to Brazil startups (based on context) has expired. Renewal or deletion is pending, and the registrant should contact their provider. Copyright 2025, all rights reserved; privacy policy is also mentioned."
2020,2020.2,InovAtiva Brasil,Beyond Mining,https://linktr.ee/beyond.mining,Minas Gerais,Graduada,Mineração e metalurgia,"Beyond Mining is a company ""for miners, by miners"" offering solutions and resources. They have various social media and contact links available, including WhatsApp, LinkedIn, and a Google Play Store app. The company's website and a demo scheduling link are also highlighted."
2020,2020.2,InovAtiva Brasil,Bibliomundi,http://www.bibliomundi.com,Rio de Janeiro,Graduada,Entretenimento e Games,Invalid link
2020,2020.2,InovAtiva Brasil,Binngo,http://binngo.com.br,Distrito Federal,Graduada,Entretenimento e Games,Not enough information
2020,2020.2,InovAtiva Brasil,Bitável Tecnologia Ltda,http://www.bitavel.com,Espírito Santo,Graduada,Infraestrutura e Construção Civil,"Bitgol is a software for construction project management with integrated 4D visualization and scheduling. Its features include BIM planning, budget management, digital twins, and progress tracking. Bitgol aims to improve project delivery, reduce costs, and enhance transparency with various functionalities."
2020,2020.2,InovAtiva Brasil,Calcu.Law,https://calculaw.com.br/,Paraná,Graduada,Jurídico,Invalid link
2020,2020.2,InovAtiva Brasil,Cash To Flow,http://www.cashtf.com.br,Rio Grande do Sul,Graduada,Setor financeiro,Invalid link
2020,2020.2,InovAtiva Brasil,Chave-Mestra,http://www.chavemestra.net,Rio Grande do Sul,Graduada,Entretenimento e Games,Not enough information
2020,2020.2,InovAtiva Brasil,CLUBSMILE,http://www.clubsmile.com.br,São Paulo,Graduada,Agronegócio,Invalid link
2020,2020.2,InovAtiva Brasil,Code 4 Kidz Escola de Programação para Crianças,https://code4kidz.com.br,Rio de Janeiro,Graduada,Educação,"Code4Kidz in Brazil offers coding and STEM education for children aged 2-13. Their programs use LEGOs, drones, and interactive games to teach concepts. Classes include preschool, coding with LEGO, drone school and others, fostering creativity and problem-solving skills."
2020,2020.2,InovAtiva Brasil,CONNECTDATA,http://www.connectdata.net,São Paulo,Graduada,Infraestrutura e Construção Civil,The domain is not connected to a website. Instructions are provided to connect the domain to a Wix website by navigating to Subscriptions > Domains. Contact Wix Support for further assistance.
2020,2020.2,InovAtiva Brasil,Convenix,http://www.convenix.com.br,Santa Catarina,Graduada,Recursos Humanos,Invalid link
2020,2020.2,InovAtiva Brasil,Dados Legais,http://www.dadoslegais.com.br,Rio de Janeiro,Graduada,Jurídico,Invalid link
2020,2020.2,InovAtiva Brasil,Dr.kids,http://www.meudrkids.com.br,Santa Catarina,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,Dyress Corp,http://www.dyress.com,Distrito Federal,Graduada,Tecnologia da Informação e Comunicação,Invalid link
2020,2020.2,InovAtiva Brasil,EBARN PORTAL DE NEGÓCIOS AGRÍCOLAS,https://ebarn.com.br,Goiás,Graduada,Agronegócio,"eBarn is an app for the agribusiness, facilitating content, information, relationships, and business. It offers features like personalized feeds, secure negotiations, and exclusive channels. The platform also provides tools for businesses to create custom branded apps."
2020,2020.2,InovAtiva Brasil,EMILLIA,http://www.emillia.com.br,Paraná,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,eParks Mobilidade,http://www.eparks.mobi,Santa Catarina,Graduada,Mobilidade Urbana,"TAOUS Microworkers is a Brazilian company focusing on automation and algorithms using AI. They offer services in Business Intelligence, Data Analytics, and Systems Integration. The company utilizes platforms like Docker, Firebase, Supabase, Meta AI, Google Startups, Gemini, Anthropic and OpenAI."
2020,2020.2,InovAtiva Brasil,Faba – Mudando o Mundo de Grão em Grão,https://www.instagram.com/faba.oficial/,Rio Grande do Sul,Graduada,Outros,Not enough information
2020,2020.2,InovAtiva Brasil,Farejeiro,http://www.farejeiro.com.br,Rio de Janeiro,Graduada,Comércio,"Farejeiro is a Brazilian startup offering real-time sales and purchase tracking for businesses via mobile apps. It provides analytics, product analysis, and integrates with Listic, a marketplace platform. The platform aims to simplify business management with features like automated data integration and accessible pricing."
2020,2020.2,InovAtiva Brasil,FARMLY,https://farmlyclub.com/,Espírito Santo,Graduada,Agronegócio,Not enough information
2020,2020.2,InovAtiva Brasil,Filterfeed,https://filterfeed.com.br/,Distrito Federal,Graduada,Tecnologia da Informação e Comunicação,"Filterfeed Pro helps transform WhatsApp contacts into sales using AI. It synchronizes contacts, automates notifications, and provides AI-powered sales assistance. The platform boasts integrations and recognition from organizations like Inovativa Brasil and Amcham."
2020,2020.2,InovAtiva Brasil,Find Your Pacer,http://www.fyndyourpacer.com,São Paulo,Graduada,Outros,Invalid link
2020,2020.2,InovAtiva Brasil,FIRA,http://www.fira.com.br,Rio de Janeiro,Graduada,Setor financeiro,"FIRA offers technological solutions, including PLD/KYC software, compliance, CRM, and business intelligence tools. They aim to provide competitive advantages through architecture, development, and management of technological solutions. The company focuses on reducing analytical complexity and increasing control efficiency for a fair market."
2020,2020.2,InovAtiva Brasil,Fit Anywhere,http://www.fitanyw.com.br,São Paulo,Graduada,Saúde,"Fit Anywhere is a Brazilian wellness app providing personalized workout plans accessible anywhere. It offers corporate wellness programs, partnering with hotels, condominiums, and health plans. The app aims to promote healthy lifestyles through personalized training and online support."
2020,2020.2,InovAtiva Brasil,GamerApp,http://www.gamerapp.com.br,Mato Grosso do Sul,Graduada,Entretenimento e Games,Invalid link
2020,2020.2,InovAtiva Brasil,GoCart,http://www.gocart.com.br,São Paulo,Graduada,Comércio,Invalid link
2020,2020.2,InovAtiva Brasil,GoDrink,http://www.godrink.com,Paraná,Graduada,Comércio,"GoDrink is a platform connecting users with bars, restaurants, and events. It allows users to find nearby establishments, discover promotions, and interact with friends. The platform aims to stimulate gastronomic entertainment and support the bar and restaurant sector."
2020,2020.2,InovAtiva Brasil,Habaut,https://www.habaut.com.br,São Paulo,Graduada,Recursos Humanos,"Habaut's blog provides content on human resources and people management. Topics include absenteeism, workaholism, career planning, and HR's role in the digital age. The blog also covers strategic HR topics like hybrid work models."
2020,2020.2,InovAtiva Brasil,iFeira - Delivery de supermercado e tudo do lar,https://ifeiraoficial.com.br,Rio Grande do Norte,Graduada,Serviços Logísticos,Invalid link
2020,2020.2,InovAtiva Brasil,INFRACITIES – Infraestrutura e Mobilidade Sustentável,http://infracities.com/,Santa Catarina,Graduada,Infraestrutura e Construção Civil,"Infracities offers sustainable infrastructure and mobility solutions for smart cities, addressing urban challenges.
Their system organizes underground infrastructure, using recycled plastic from urban waste, promoting sustainability.
It aims to create safer, accessible sidewalks and cycle paths, integrate transport, and reduce visual pollution."
2020,2020.2,InovAtiva Brasil,Inside the Box,http://www.insidethebox.com.br,Santa Catarina,Graduada,Comércio,"Inside the Box offers a superapp for retail operational excellence, focusing on communication, training, and task management. The platform connects over 26,000 points of sale. It provides features like AI-powered monitoring, gamified knowledge sharing, and efficient team communication."
2020,2020.2,InovAtiva Brasil,Íris Lab,http://www.irislab.com.br,São Paulo,Graduada,Educação,Invalid link
2020,2020.2,InovAtiva Brasil,Isket,https://isket.com.br/,Paraná,Graduada,Infraestrutura e Construção Civil,"Isket provides AI-powered real estate intelligence for companies and brokers in Brazil, aiding investment and construction decisions. They offer Isket Estudos for market data access and Isket Plataforma for finding properties and generating business. The platform utilizes over 15 million data points and has served over 1500 users."
2020,2020.2,InovAtiva Brasil,iUPay,http://www.iupay.com.br,São Paulo,Graduada,Setor financeiro,"iUPay is a Brazilian fintech startup revolutionizing payment experiences with plug-and-play APIs for easy customization. Their ""Boletix"" service offers a Super DDA, providing comprehensive bill management, data enrichment, and payment planning features. They aim to simplify payment processes and offer complete banking solutions."
2020,2020.2,InovAtiva Brasil,Juddi,http://juddi.com.vc,São Paulo,Graduada,Jurídico,Invalid link
2020,2020.2,InovAtiva Brasil,Kartrak,http://kartrak.app,Santa Catarina,Graduada,Outros,"Kartrak is a Brazilian company providing automation solutions for the concrete industry. They offer remote control, reporting, and specialized support to optimize concrete production. Their technology aims to increase speed, precision, and reduce automation costs."
2020,2020.2,InovAtiva Brasil,Learni Tecnologias Educacionais,http://www.learni.com.br,Santa Catarina,Graduada,Educação,"LEARNi is launching an online academy for the graphic communication industry. They offer courses, programs, and mentorships focused on printing technologies, sales, and management. Sign-ups are open for early access and a chance to win prizes."
2020,2020.2,InovAtiva Brasil,LigeroSmart,http://ligerosmart.com,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,Not enough information
2020,2020.2,InovAtiva Brasil,Math Analytics,"http://www.mathanalytics.com.br (não atualizada, em processo de revisão)",São Paulo,Graduada,Outros,Invalid link
2020,2020.2,InovAtiva Brasil,Mato no Prato,http://www.matonoprato.com.br,São Paulo,Graduada,Agronegócio,"Mato no Prato is a Brazilian community focused on Plantas Alimentícias Não Convencionais (PANC). They promote the discovery and use of these unconventional edible plants through their website, online store, and social media. The site offers information, recipes, courses, and a catalog of various PANC found in Brazil."
2020,2020.2,InovAtiva Brasil,Medei,http://www.medei.com.br,São Paulo,Graduada,Recursos Humanos,"Medei offers a digital homologation platform, revolutionizing the dismissal process for HR departments.
They provide video conferencing, virtual signatures, document management, and legal support for ex-employees.
Medei's services aim to free up HR for strategic tasks, with many satisfied clients using their platform."
2020,2020.2,InovAtiva Brasil,MediaDash,https://www.mediadash.com.br/,Minas Gerais,Graduada,Marketing e Mídia,Invalid link
2020,2020.2,InovAtiva Brasil,Mobhub,http://www.mobhub.co,São Paulo,Graduada,Mobilidade Urbana,Invalid link
2020,2020.2,InovAtiva Brasil,Navtech Solutions,http://www.appuba.com.br,Pará,Graduada,Mobilidade Urbana,"Ubá, by Navtech, is an app revolutionizing passenger transport in the Amazon. It allows users to conveniently access travel information, purchase tickets, and evaluate services. The app facilitates booking boat trips to numerous destinations in Pará, aiming to modernize transportation."
2020,2020.2,InovAtiva Brasil,NeuralMind,http://www.neuralmind.ai,São Paulo,Graduada,Jurídico,"NeuralMind is a company specializing in AI-powered risk management and corporate search solutions. Their NeuralSearchX tool helps extract insights from corporate data. They aim to improve efficiency, minimize risks, and streamline compliance for clients."
2020,2020.2,InovAtiva Brasil,Nick Saude,http://www.nicksaude.com.br,São Paulo,Graduada,Saúde,"Nick Saúde is a SaaS platform that connects health information to simplify hospital and clinic care. It aims to improve patient experience, reduce costs, and increase performance through data-driven insights. The platform offers tools for digital transformation and real-time data integration."
2020,2020.2,InovAtiva Brasil,NoPrazo,http://www.noprazo.net,Espírito Santo,Graduada,Jurídico,"NoPrazo is a Brazilian startup offering a legal deadline calculator for legal professionals. It helps calculate, monitor, and organize deadlines related to legal proceedings. The platform provides features like automated calculations, notifications, and legal updates, saving lawyers time and improving accuracy."
2020,2020.2,InovAtiva Brasil,nTopus Possibilidades,https://www.ntopus.com.br/,Bahia,Graduada,Outros,"Ntopus offers a multi-technology system for integrated security management. They optimize operational security through real-time monitoring. Their solutions include end-to-end support, people tracking, and radioactive source monitoring for various industries."
2020,2020.2,InovAtiva Brasil,Olha o Peixe!,http://www.olhaopeixe.com,Paraná,Graduada,Outros,Not enough information
2020,2020.2,InovAtiva Brasil,One ID,http://www.oneidapp.com.br,Santa Catarina,Graduada,Outros serviços,"The webpage is unavailable, indicating it's either unpublished or lacks a domain. Users are advised to contact their website administrator for assistance. The site displays a 404 error image."
2020,2020.2,InovAtiva Brasil,Optive,https://optive.digital,Minas Gerais,Graduada,Tecnologia da Informação e Comunicação,Invalid link
2020,2020.2,InovAtiva Brasil,OrçaAqui,https://www.orcaaqui.com.br/,Bahia,Graduada,Infraestrutura e Construção Civil,"OrçaAqui is a Brazilian e-commerce platform focused on construction and maintenance materials for the industry. It aims to streamline procurement, offering advantages like speed, personalized service, and algorithmic supplier comparison. The platform operates across much of Brazil, connecting buyers and sellers."
2020,2020.2,InovAtiva Brasil,PandaPay,https://www.pandapay.com.br/,Rio de Janeiro,Graduada,Setor financeiro,Invalid link
2020,2020.2,InovAtiva Brasil,Panthro Tech,http://panthro.com.br,Santa Catarina,Graduada,Outros bens de consumo não duráveis,"This Intelbras webpage offers products and solutions for various needs. It includes options like smart homes, solar energy, and electric vehicle chargers. Customers can find support, technical assistance, and purchase locations."
2020,2020.2,InovAtiva Brasil,PertoDaqui,https://pertodaqui.app,São Paulo,Graduada,Comércio,Invalid link
2020,2020.2,InovAtiva Brasil,PetCopter,http://www.petcopter.com.br,Bahia,Graduada,Outros serviços,"The domain is not yet connected to a website. To connect a domain to a Wix website, users should go to Wix.com, Subscriptions, and Domains. Follow the steps to connect the domain."
2020,2020.2,InovAtiva Brasil,PhysioCode,https://instagram.com/physiocode_?igshid=oi94yn9ovxnt,Minas Gerais,Graduada,Saúde,Not enough information
2020,2020.2,InovAtiva Brasil,PlayVet,,Paraná,Graduada,Saúde,No URL provided
2020,2020.2,InovAtiva Brasil,PONTO RÁPIDO,http://www.pontorapido.com.br,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,This Shopify page indicates a store does not exist and suggests exploring other stores. It promotes starting a free trial to sell in person or opening a new Shopify store with a special offer. The page highlights over 100 product updates to enhance productivity and commerce capabilities.
2020,2020.2,InovAtiva Brasil,Pulse B,https://pulseb.com.br,Minas Gerais,Graduada,Comércio,"Pulse B is a platform designed to increase sales and customer loyalty for Brazilian businesses. It offers cashback programs with customizable rules, referral incentives, and automated messaging. The platform integrates with major e-commerce platforms or via API, also providing influencer coupon creation."
2020,2020.2,InovAtiva Brasil,PX Creative Lab,https://pxcreativelab.com/,Rio de Janeiro,Graduada,Tecnologia da Informação e Comunicação,"PX Data offers an immersive platform using generative AI to generate strategic business insights beyond dashboards. It transforms business questions into actionable strategies, enabling proactive recommendations. Clients use it for optimizing sales and leases, particularly in retail and shopping sectors."
2020,2020.2,InovAtiva Brasil,Quiron Digital,http://www.quiron.digital,Santa Catarina,Graduada,Agronegócio,"Quiron is a company providing remote and intelligent forest monitoring solutions. They offer services such as wildfire prediction, soil mapping, and harvest monitoring. Their technologies include Flareless, Discover, Diagnosis, and Mapper, utilizing satellite data."
2020,2020.2,InovAtiva Brasil,Raczum,https://raczum.com/,Minas Gerais,Graduada,Tecnologia da Informação e Comunicação,"Raczum offers resources for businesses, promoting an ""eccentric"" approach. Their site features a blog, free content, and a community forum. They provide business solutions including e-commerce setup and social media management."
2020,2020.2,InovAtiva Brasil,RAMA Tech,,Paraná,Graduada,Agronegócio,No URL provided
2020,2020.2,InovAtiva Brasil,Remedin,http://www.remedin.net,Rio de Janeiro,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,ResidenceWEB,http://www.residenceweb.com.br,Distrito Federal,Graduada,Tecnologia da Informação e Comunicação,"ResidenceWEB is a web-based system created in 2009 for managing condominiums of any size and complexity in Brazil. It offers tools for administration, resident communication, access control, and community features like classifieds and forums. The platform aims to streamline condominium management and improve resident quality of life with virtual management and automation."
2020,2020.2,InovAtiva Brasil,Retriever,http://www.retrieverapp.com.br,Bahia,Graduada,Outros serviços,"Retriever is a marketplace app connecting pet owners with pet services in Brazil's North and Northeast regions. It allows users to easily find, schedule, and pay for services like grooming, daycare, vet appointments, and dog walking. The app is available on desktop and Android, with an iOS version coming soon."
2020,2020.2,InovAtiva Brasil,Saveadd,http://www.saveadd.com.br,São Paulo,Graduada,Tecnologia da Informação e Comunicação,"Saveadd is a Brazilian startup offering solutions for stock management, aiming to improve operational efficiency and financial results for businesses. They focus on reducing waste, increasing profits, and promoting ESG (Environmental, Social, and Governance) practices. Testimonials and partnerships highlight Saveadd's credibility and impact."
2020,2020.2,InovAtiva Brasil,Serodonto,http://www.serodonto.com.br,São Paulo,Graduada,Saúde,"Serodonto is a Brazilian platform offering integrated services for dental clinic management. It focuses on process automation, cost reduction, and improved connectivity. Key products include Serodonto (management software) and Sorrir Online (website and online scheduling tool)."
2020,2020.2,InovAtiva Brasil,Shapp,https://shapp.it,Rio de Janeiro,Graduada,Educação,"This webpage is for the domain marketplace Nicsell, featuring domain auctions. The domain shapp.it was successfully registered; details and contact info are available. Top auctions are listed, including porno.ch and beobachternews.de, along with links to other information."
2020,2020.2,InovAtiva Brasil,SIM ( Sistema Inteligente de Monitoramento em Gestão de negócios da beleza),http://www.gestaodesaloes.com.br,Rio Grande do Sul,Graduada,Outros serviços,"This domain isn't connected to a website. To connect it to a Wix website, go to Wix.com > Subscriptions > Domains. Then, click ""Use a Domain You Already Own"" and follow the steps. Contact Wix support for help."
2020,2020.2,InovAtiva Brasil,SkillHub,https://www.skillhub.me/,São Paulo,Graduada,Recursos Humanos,"Unico offers identity solutions for businesses and individuals, focusing on digital identity and data privacy. Their services include identity verification for credit card purchases, HR management simplification, and personalized education benefits. They provide a platform with flexible learning experiences, various courses, and options for professional development."
2020,2020.2,InovAtiva Brasil,Smartis,http://www.smartis.com.br,Minas Gerais,Graduada,Comércio,"Smartis is a business intelligence startup offering an app to help companies understand finances and simulate scenarios. It aids in strategic decision-making to increase profits, offering financial analysis and ideal pricing suggestions. Expert consulting is available to help businesses implement Smartis effectively for optimal financial performance."
2020,2020.2,InovAtiva Brasil,SOBAMBA,http://www.sobamba.com,Espírito Santo,Graduada,Outros serviços,Invalid link
2020,2020.2,InovAtiva Brasil,Solidareasy,https://www.solidareasy.com/,Bahia,Graduada,Setor financeiro,"Solidareasy is a platform that facilitates online donations and volunteer management for organizations in Brazil. It offers tools for customized campaigns, strategic planning, and engaging with partners. They also provide resources for NGOs to regularize and improve donation processes."
2020,2020.2,InovAtiva Brasil,Sysvale Softgroup,http://sysvale.com,Bahia,Graduada,Saúde,"Sysvale is a Brazilian health tech startup offering solutions for public and private healthcare sectors. They provide tools for disease control, community health, and real-time monitoring of health indicators. Sysvale is supported by institutions like FAPESB and FINEP, recognized for its innovative approach."
2020,2020.2,InovAtiva Brasil,The One Tests,http://www.theonetests.com,São Paulo,Graduada,Recursos Humanos,Invalid link
2020,2020.2,InovAtiva Brasil,TherAppy,https://www.therappybr.com/,Minas Gerais,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,Toordata - Inteligência Turística,http://www.toordata.com,Santa Catarina,Graduada,Setor Público,"Toordata is a data analytics platform connecting tourism businesses in Santa Catarina, Brazil. It consolidates public and private data to provide market insights. The platform offers strategic connections between companies for B2B opportunities and custom consulting services."
2020,2020.2,InovAtiva Brasil,Total Strategy Gestao de Perecíveis Ltda,https://totalstrategy.com.br/,Goiás,Graduada,Tecnologia da Informação e Comunicação,Invalid link
2020,2020.2,InovAtiva Brasil,Vertical Digital,https://verticaldigital.com.br/,São Paulo,Graduada,Marketing e Mídia,Not enough information
2020,2020.2,InovAtiva Brasil,Virtual Event,http://virtualevent.com.br,Paraíba,Graduada,Outros,Invalid link
2020,2020.2,InovAtiva Brasil,Vitau Automation,http://www.vitauautomation.com,Minas Gerais,Graduada,Outros serviços,"Vitau Automation offers Industry 4.0 technology solutions, optimizing processes through automation. They developed Plataforma Vitau, an online system for monitoring, predicting failures, and managing maintenance. Services include industrial automation consulting and integrated IT/OT systems development for various industries."
2020,2020.2,InovAtiva Brasil,Wake up Cobranças,http://www.wakeupcobrancas.com.br,Mato Grosso,Graduada,Setor financeiro,"The website www.wakeupcobrancas.com.br is experiencing a connection timeout error (522). Cloudflare could connect, but the origin web server didn't complete the request. This suggests the server is overloaded, and visitors should try again later."
2020,2020.2,InovAtiva Brasil,wjm tecnologia,https://agendavipsaude.com.br/,Espírito Santo,Graduada,Saúde,Invalid link
2020,2020.2,InovAtiva Brasil,XP Energy,http://www.xpenergy.com.br,Pernambuco,Graduada,Energia,"XP Energy is a Brazilian startup focused on energy efficiency and management. They offer solutions to monitor energy consumption, analyze efficiency, and identify savings opportunities. Their services include intelligent micrometers, cloud-based analysis, and a user-friendly mobile application with personalized alerts."
2020,2020.2,InovAtiva Brasil,ZapWedding,http://www.zapwedding.com.br,São Paulo,Graduada,Outros,Invalid link
2020,2020.1,InovAtiva Brasil,{Parças} Developers School - Instituto Hacker de Tecnologia,http://parcas.com.br/,São Paulo,Graduada,Educação,Invalid link
2020,2020.1,InovAtiva Brasil,ACQUA LOGIC,http://www.acqualogic.com.br,Santa Catarina,Graduada,Outros,"The content indicates a domain, www.acqualogic.com.br, is now connected to a website. However, to activate it and enjoy its benefits, upgrading to a premium package is required. The text is limited."
2020,2020.1,InovAtiva Brasil,ADSROCK,https://www.adsrock.com.br,São Paulo,Graduada,Marketing e Mídia,Invalid link
2020,2020.1,InovAtiva Brasil,Akintec,https://akintec.com,São Paulo,Graduada,Setor financeiro,"Akintec is a global fintech specializing in decentralized finance (DeFi) solutions, trade finance, offshore funds, and microcredit. They leverage blockchain for secure asset trading, financing, and custody with efficiency and transparency. Akintec provides blockchain protocol development, dApp development, and digital asset management services."
2020,2020.1,InovAtiva Brasil,ALKA Energia,http://alka.energy,Santa Catarina,Graduada,Energia,Invalid link
2020,2020.1,InovAtiva Brasil,Amo Delivery,https://amo.delivery,Santa Catarina,Graduada,Comércio,"Amo is a Brazilian technology company focused on delivery solutions, especially for restaurants. They offer services like their own delivery app (Amo Client), logistics solutions (Amo Go), and virtual food courts. Customer testimonials highlight increased sales and improved marketing through Amo's platform."
2020,2020.1,InovAtiva Brasil,Aplicativo D´maré,https://aplicativodmare.wixsite.com/appdmare,Bahia,Graduada,Mobilidade Urbana,"Aplicativo D'maré is a real-time information hub for fluvial and maritime transportation users in Brazil. It provides routes, schedules, fares, weather forecasts, and user interaction. The app was created to address the lack of information available to ferry users, improving their overall experience."
2020,2020.1,InovAtiva Brasil,ARQUITETOS POR HORA,https://plataforma.arquitetosporhora.com.br/,Rio Grande do Norte,Graduada,Outros,"This page confirms the HTTP server is working, likely after a CentOS-WebPanel installation. Website visitors seeing this page should contact the webmaster of the domain experiencing issues. Administrators should add content to `/home/USERNAME/public_html` or delete index.html."
2020,2020.1,InovAtiva Brasil,Assina Fácil,http://www.assinafacil.com.br,Rio de Janeiro,Graduada,Outros serviços,"Assina Fácil is a platform for business content management, automating workflows with integration. They offer features such as mapping, implementation, and online or in-person training. The platform uses secure cloud technology compliant with Brazilian regulations and serves thousands of active users."
2020,2020.1,InovAtiva Brasil,Atletis,http://www.atletis.com.br,Santa Catarina,Graduada,Entretenimento e Games,"Atletis is a platform in Brazil for organizers and athletes. It allows users to create or find sporting events. Upcoming events include runs, cycling events, and more, located throughout Brazil."
2020,2020.1,InovAtiva Brasil,Biogyn Soluções Entomológicas,https://www.facebook.com/biogyn-1264100467072854/,Goiás,Graduada,Agronegócio,Not enough information
2020,2020.1,InovAtiva Brasil,BioinFood,http://www.bioinfood.com,São Paulo,Graduada,Outros,"BioinFood is a Brazilian startup founded in 2018 that specializes in developing customized yeasts for various industries. They focus on improving food, beverage, animal nutrition, and biofuel production using biotechnology. The company also offers services like fermentation consulting and microorganism identification to optimize processes."
2020,2020.1,InovAtiva Brasil,Bitfy,https://bitfy.app,São Paulo,Graduada,Setor financeiro,Not enough information
2020,2020.1,InovAtiva Brasil,Bonsae,http://www.bonsae.com.br,Sergipe,Graduada,Jurídico,Invalid link
2020,2020.1,InovAtiva Brasil,Branvo Pay,https://branvopay.com/,Rio Grande do Sul,Graduada,Setor financeiro,Invalid link
